"Currency:","AUD","EUR","NZD","GBP","BRL","CAD","CNY","DKK","HKD","INR","JPY","MYR","MXN","NOK","ZAR","SGD","KRW","LKR","SEK","CHF","TWD","THB","VEB"
"Unique Identifier: ","H10/H10/RXI$US_N.B.AL","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.NZ","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.BZ","H10/H10/RXI_N.B.CA","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.DN","H10/H10/RXI_N.B.HK","H10/H10/RXI_N.B.IN","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.MA","H10/H10/RXI_N.B.MX","H10/H10/RXI_N.B.NO","H10/H10/RXI_N.B.SF","H10/H10/RXI_N.B.SI","H10/H10/RXI_N.B.KO","H10/H10/RXI_N.B.SL","H10/H10/RXI_N.B.SD","H10/H10/RXI_N.B.SZ","H10/H10/RXI_N.B.TA","H10/H10/RXI_N.B.TH","H10/H10/RXI_N.B.VES"
"Time Period","RXI$US_N.B.AL","RXI$US_N.B.EU","RXI$US_N.B.NZ","RXI$US_N.B.UK","RXI_N.B.BZ","RXI_N.B.CA","RXI_N.B.CH","RXI_N.B.DN","RXI_N.B.HK","RXI_N.B.IN","RXI_N.B.JA","RXI_N.B.MA","RXI_N.B.MX","RXI_N.B.NO","RXI_N.B.SF","RXI_N.B.SI","RXI_N.B.KO","RXI_N.B.SL","RXI_N.B.SD","RXI_N.B.SZ","RXI_N.B.TA","RXI_N.B.TH","RXI_N.B.VES"
1990-06-21,0.7901,,0.5875,1.7250,,1.1749,4.7339,6.3880,7.7890,17.4200,154.8200,2.7120,,6.4630,2.6655,1.8425,718.9000,40.0175,6.0790,1.4155,27.4150,25.8600,
1990-06-22,0.7852,,0.5860,1.7330,,1.1822,4.7339,6.3710,7.7865,17.4500,154.7500,2.7105,,6.4390,2.6655,1.8425,719.0000,40.0175,6.0610,1.4090,27.4000,25.8700,
1990-06-25,0.7851,,0.5852,1.7305,,1.1794,4.7339,6.3885,7.7855,17.4400,155.3700,2.7120,,6.4540,2.6670,1.8435,719.6000,40.0175,6.0730,1.4107,27.3300,25.8800,
1990-06-26,0.7846,,0.5873,1.7355,,1.1732,4.7339,6.3590,7.7865,17.4000,155.1500,2.7120,,6.4175,2.6520,1.8450,719.6000,40.0175,6.0475,1.4060,27.3361,25.8800,
1990-06-27,0.7875,,0.5872,1.7428,,1.1705,4.7339,6.3375,7.7890,17.4200,154.3800,2.7110,,6.4050,2.6625,1.8450,719.4000,40.0175,6.0335,1.4080,27.3201,25.8400,
1990-06-28,0.7853,,0.5872,1.7393,,1.1698,4.7339,6.3495,7.7895,17.4500,153.1700,2.7115,,6.4200,2.6570,1.8410,719.3000,40.0175,6.0440,1.4137,27.2200,25.8400,
1990-06-29,0.7916,,0.5883,1.7450,,1.1665,4.7339,6.3390,7.7885,17.4300,152.3500,2.7110,,6.4090,2.6480,1.8410,719.0000,40.0175,6.0375,1.4155,27.1950,25.8100,
1990-07-02,0.7964,,0.5903,1.7634,,1.1619,4.7339,6.3070,7.7870,17.4500,151.2700,2.7045,,6.3720,2.6525,1.8325,718.8000,40.0175,6.0100,1.4040,ND,25.7800,
1990-07-03,0.7974,,0.5902,1.7795,,1.1625,4.7339,6.2870,7.7875,17.4500,151.2000,2.7060,,6.3520,2.6500,1.8330,718.3000,40.0175,5.9970,1.3945,27.1700,25.7600,
1990-07-04,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-07-05,0.7990,,0.5900,1.7805,,1.1632,4.7339,6.2825,7.7820,17.4200,150.7700,2.7065,,6.3400,2.6450,1.8320,718.7000,40.0175,5.9905,1.3997,27.1475,25.7300,
1990-07-06,0.7974,,0.5903,1.7865,,1.1632,4.7339,6.2960,7.7795,17.4200,151.0300,2.7070,,6.3510,2.6452,1.8310,718.8000,40.0175,5.9980,1.4015,27.1385,25.7500,
1990-07-09,0.8025,,0.5912,1.8058,,1.1592,4.7339,6.2740,7.7735,17.3800,151.1000,2.7055,,6.3300,2.6390,1.8225,719.6000,40.0175,5.9675,1.3955,27.1325,ND,
1990-07-10,0.8066,,0.5933,1.8150,,1.1572,4.7339,6.2700,7.7680,17.3600,148.9000,2.7020,,6.3110,2.6410,1.8175,720.3000,40.0175,5.9620,1.3963,27.1425,25.7200,
1990-07-11,0.7965,,0.5938,1.7980,,1.1597,4.7339,6.2850,7.7720,17.3900,148.6800,2.7030,,6.3310,2.6375,1.8120,720.2000,40.0175,5.9810,1.4035,27.1325,25.6700,
1990-07-12,0.7913,,0.5881,1.7985,,1.1593,4.7339,6.3120,7.7730,17.4700,148.6000,2.7040,,6.3000,2.6445,1.8195,719.7000,40.0175,6.0020,1.4050,27.1275,25.7000,
1990-07-13,0.7804,,0.5918,1.8060,,1.1579,4.7339,6.2550,7.7680,17.4200,147.5000,2.7040,,6.3100,2.6320,1.8175,718.8000,40.0175,5.9690,1.3930,27.1300,25.6500,
1990-07-16,0.7815,,0.5892,1.8040,,1.1589,4.7339,6.2870,7.7680,17.4500,148.0500,2.7065,,6.3380,2.6355,1.8175,718.8000,40.0175,5.9790,1.4165,27.1125,ND,
1990-07-17,0.7899,,0.5918,1.8112,,1.1563,4.7339,6.2630,7.7710,17.4400,148.3500,2.7065,,6.3190,2.6350,1.8175,ND,40.0175,5.9660,1.4070,27.1135,25.7100,
1990-07-18,0.7915,,0.5928,1.8205,,1.1530,4.7339,6.2540,7.7675,17.3900,147.3000,2.7045,,6.3030,2.6250,1.8100,718.7000,40.0175,5.9520,1.4088,27.1250,25.6900,
1990-07-19,0.7819,,0.5923,1.8146,,1.1538,4.7339,6.2495,7.7680,17.4200,148.0500,2.7060,,6.2965,2.6250,1.8165,718.4000,40.0175,5.9590,1.4100,27.1775,25.7100,
1990-07-20,0.7838,,0.5950,1.8143,,1.1573,4.7339,6.2500,7.7670,17.4000,148.9700,2.7075,,6.2990,2.6230,1.8165,718.2000,40.0175,5.9530,1.4075,27.2700,25.6600,
1990-07-23,0.7839,,0.5937,1.8205,,1.1570,4.7339,6.1930,7.7645,17.4200,148.4500,2.7055,,6.2500,2.6020,1.8135,718.4000,40.0175,5.9165,1.3885,ND,25.7100,
1990-07-24,0.7858,,0.5942,1.8248,,1.1560,4.7339,6.1625,7.7648,17.4200,148.3500,2.7075,,6.2410,2.5995,1.8163,718.4000,40.0175,5.8975,1.3750,27.2195,25.7000,
1990-07-25,0.7859,,0.5918,1.8120,,1.1520,4.7339,6.1650,7.7620,17.4200,148.8800,2.7075,,6.2535,2.6030,1.8210,718.4000,40.0175,5.9025,1.3740,27.2200,25.7300,
1990-07-26,0.7792,,0.5894,1.8135,,1.1517,4.7339,6.1800,7.7620,17.4300,150.4500,2.7080,,6.2625,2.6145,1.8215,718.2000,40.0175,5.9125,1.3782,27.1995,25.7100,
1990-07-27,0.7897,,0.5888,1.8335,,1.1522,4.7339,6.1500,7.7648,17.4000,149.6000,2.7075,,6.2275,2.6010,1.8190,718.2000,40.0175,5.8900,1.3685,27.1665,25.7200,
1990-07-30,0.7916,,0.5910,1.8438,,1.1523,4.7339,6.1390,7.7645,17.3500,148.2000,2.7015,,6.2080,2.5967,1.8120,718.1000,40.0175,5.8700,1.3650,27.1800,25.6700,
1990-07-31,0.7938,,0.5918,1.8600,,1.1530,4.7339,6.0500,7.7645,17.3500,146.1300,2.6970,,6.1465,2.5845,1.8070,717.9000,40.0175,5.8130,1.3477,27.1870,25.6400,
1990-08-01,0.7940,,0.5940,1.8550,,1.1535,4.7339,6.0810,7.7650,17.3700,147.2500,2.6925,,6.1640,2.5950,1.8060,716.9000,ND,5.8285,1.3555,27.1850,25.5900,
1990-08-02,0.7859,,0.5890,1.8492,,1.1523,4.7339,6.0850,7.7670,17.3800,149.6000,2.7010,,6.1675,2.5850,1.8085,716.3000,40.0175,5.8390,1.3565,27.1930,25.6100,
1990-08-03,0.7850,,0.5936,1.8565,,1.1515,4.7339,6.0675,7.7670,17.3500,149.9000,2.7005,,6.1615,2.5710,1.8090,716.2000,40.0175,5.8355,1.3510,27.2850,25.6800,
1990-08-06,0.7900,,0.5987,1.8720,,1.1485,4.7339,6.0160,7.7730,17.2800,149.7500,2.6995,,6.1090,2.5825,1.8040,717.1000,40.0175,5.7970,1.3322,27.3075,25.6700,
1990-08-07,0.7925,,0.6017,1.8770,,1.1503,4.7339,6.0140,7.7740,17.2900,149.8000,2.7000,,6.1125,2.5830,1.8040,717.9000,40.0175,5.8060,1.3310,27.3290,25.6700,
1990-08-08,0.7953,,0.6018,1.8655,,1.1490,4.7339,6.0780,7.7760,17.3400,150.1500,2.7020,,6.1560,2.5950,1.8075,718.3000,40.0175,5.8450,1.3440,ND,25.6700,
1990-08-09,0.7992,,0.6010,1.8717,,1.1470,4.7339,6.0705,7.7735,17.3500,149.8200,2.7025,,6.1500,2.5910,1.8060,717.8000,40.0175,5.8380,1.3385,27.3800,25.6600,
1990-08-10,0.7977,,0.6015,1.8713,,1.1475,4.7339,6.0730,7.7735,17.3900,150.1500,2.7025,,6.1400,2.5990,1.8055,718.2000,40.0175,5.8250,1.3390,27.3720,25.6600,
1990-08-13,0.8025,,0.6085,1.8840,,1.1470,4.7339,6.0100,7.7400,17.3500,150.3500,2.6980,,6.1100,2.5800,1.7990,719.1000,40.0175,5.7880,1.3165,27.3530,25.6600,
1990-08-14,0.8061,,0.6075,1.8925,,1.1454,4.7339,5.9840,7.7700,17.3400,149.4800,2.6870,,6.0840,2.5700,1.7980,719.9000,40.0175,5.7690,1.3060,27.3145,25.6400,
1990-08-15,0.8071,,0.6180,1.8998,,1.1435,4.7339,5.9690,7.7720,17.2800,147.4500,2.6945,,6.0625,2.5800,1.7960,ND,40.0175,5.7590,1.2930,ND,25.5900,
1990-08-16,0.8045,,0.6173,1.8980,,1.1482,4.7339,5.9715,7.7710,17.3700,148.3800,2.6950,,6.0655,2.5720,1.7960,719.7000,40.0175,5.7555,1.3035,ND,25.5900,
1990-08-17,0.8070,,0.6190,1.9190,,1.1445,4.7339,5.9350,7.7710,17.2600,147.5700,2.6930,,6.0290,2.5753,1.7910,720.5000,40.0175,5.7250,1.2815,ND,25.5800,
1990-08-20,0.8080,,0.6197,1.9198,,1.1438,4.7339,5.9750,7.7735,17.2800,146.8700,2.6940,,6.0450,2.5725,1.7900,720.3000,40.0175,5.7490,1.2918,27.2550,25.5600,
1990-08-21,0.8162,,0.6220,1.9210,,1.1395,4.7339,5.9650,7.7790,17.3200,146.4000,2.6985,,6.0500,2.5440,1.7895,719.4000,40.0175,5.7450,1.2868,27.2575,25.5500,
1990-08-22,0.8205,,0.6258,1.9275,,1.1365,4.7339,5.9650,7.7825,17.3200,145.7500,2.6980,,6.0360,2.5575,1.7870,719.0000,40.0175,5.7450,1.2735,27.2855,25.5500,
1990-08-23,0.8293,,0.6308,1.9515,,1.1316,4.7339,5.9570,7.7805,17.2700,146.6000,2.6950,,6.0030,2.5500,1.7750,718.3000,40.0175,5.7210,1.2605,27.3000,25.5200,
1990-08-24,0.8330,,0.6295,1.9453,,1.1338,4.7339,5.9615,7.7755,17.3000,146.5500,2.6950,,6.0250,2.5610,1.7775,718.5000,40.0175,5.7500,1.2685,27.2749,25.5000,
1990-08-27,0.8311,,0.6280,1.9443,,1.1372,4.7339,5.9515,7.7735,17.3900,144.4500,2.6958,,6.0055,2.5650,1.7745,718.7000,39.9775,5.7115,1.2750,ND,25.5300,
1990-08-28,0.8302,,0.6313,1.9483,,1.1422,4.7339,5.9425,7.7720,17.3600,143.4800,2.6875,,6.0090,2.5550,1.7640,718.0000,40.0175,5.7205,1.2815,27.2800,25.4400,
1990-08-29,0.8325,,0.6303,1.9465,,1.1378,4.7339,5.9625,7.7710,17.3800,143.6200,2.6895,,6.0260,2.5560,1.7640,717.6000,39.9675,5.7330,1.2850,27.2870,25.4500,
1990-08-30,0.8168,,0.6132,1.9225,,1.1455,4.7339,6.0000,7.7630,17.4800,144.3000,2.6890,,6.0610,2.5675,1.7650,717.2000,39.9475,5.7605,1.2960,ND,25.4600,
1990-08-31,0.8160,,0.6153,1.8920,,1.1545,4.7339,6.0415,7.7630,17.5200,143.9300,2.6890,,6.0900,2.5804,1.7650,716.8000,39.9375,5.7890,1.3085,27.2925,25.4900,
1990-09-03,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-09-04,0.8147,,0.6165,1.8758,,1.1615,4.7339,6.0700,7.7665,17.6400,143.5500,2.6890,,6.1235,2.5875,1.7640,716.2000,39.9475,5.8125,1.3175,27.2945,25.5000,
1990-09-05,0.8278,,0.6240,1.8990,,1.1529,4.7339,5.9900,7.7678,17.5400,141.6800,2.6875,,6.0555,2.5670,1.7480,716.9000,39.9375,5.7545,1.2975,27.3000,25.4700,
1990-09-06,0.8237,,0.6255,1.9080,,1.1579,4.7339,5.9585,7.7678,17.5600,141.0500,2.6875,,6.0305,2.5580,1.7590,717.8000,39.9375,5.7350,1.2988,27.3010,25.4300,
1990-09-07,0.8208,,0.6233,1.8940,,1.1635,4.7339,5.9910,7.7678,17.6800,140.1000,2.6890,,6.0565,2.5735,1.7778,718.6000,39.9375,5.7540,1.3040,27.3010,25.4000,
1990-09-10,0.8123,,0.6202,1.8555,,1.1705,4.7339,6.0400,7.7678,17.7600,139.2000,2.6890,,6.1060,2.5825,1.7695,719.1000,39.9375,5.7925,1.3190,27.3110,25.3900,
1990-09-11,0.8170,,0.6185,1.8485,,1.1630,4.7339,6.0800,7.7715,17.7700,139.8500,2.6950,,6.1400,2.5820,1.7690,719.0000,39.9175,5.8250,1.3305,27.3098,25.4200,
1990-09-12,0.8187,,0.6215,1.8640,,1.1628,4.7339,6.0550,7.7715,17.7600,137.7000,2.6910,,6.1150,2.5825,1.7710,718.1000,39.9275,5.8000,1.3232,27.3103,25.4100,
1990-09-13,0.8210,,0.6240,1.8767,,1.1644,4.7339,6.0150,7.7700,17.8000,137.3500,2.6990,,6.0750,2.5610,1.7820,718.3000,39.9375,5.7600,1.3139,27.3235,25.3700,
1990-09-14,0.8267,,0.6275,1.8985,,1.1647,4.7339,5.9750,7.7675,17.8500,136.6700,2.6955,,6.0480,2.5660,1.7720,718.8000,39.9475,5.7370,1.2905,27.2975,25.3400,
1990-09-17,0.8316,,0.6230,1.9025,,1.1594,4.7339,5.9380,7.7615,17.8600,137.0000,2.6970,,6.0280,2.5635,1.7655,719.3000,39.9475,5.7200,1.2870,27.2975,25.3200,
1990-09-18,0.8335,,0.6250,1.9180,,1.1575,4.7399,5.9070,7.7590,17.8300,137.5000,2.6975,,6.0025,2.5530,1.7660,719.3000,39.9575,5.6980,1.2825,27.2990,25.3200,
1990-09-19,0.8291,,0.6225,1.8847,,1.1575,4.7339,5.9780,7.7600,17.8500,137.5000,2.6980,,6.0640,2.5725,1.7655,718.4000,39.9575,5.7595,1.3060,27.2920,25.3600,
1990-09-20,0.8266,,0.6190,1.8683,,1.1546,4.7339,6.0220,7.7600,18.0000,136.9300,2.6995,,6.1080,2.5875,1.7665,717.9000,39.9675,5.7880,1.3200,27.2970,25.3500,
1990-09-21,0.8288,,0.6130,1.8460,,1.1532,4.7339,6.0050,7.7625,18.1200,136.9000,2.7030,,6.1000,2.5820,1.7695,718.0000,39.9700,5.7850,1.3222,27.2930,25.3600,
1990-09-24,0.8315,,0.6215,1.8840,,1.1503,4.7339,5.9480,7.7630,18.0600,136.1000,2.6995,,6.0500,2.5670,1.7670,718.0000,39.9575,5.7480,1.2975,27.2950,25.3300,
1990-09-25,0.8303,,0.6204,1.8768,,1.1495,4.7339,5.9620,7.7610,18.0800,137.3800,2.7015,,6.0580,2.5625,1.7670,717.1000,39.9600,5.7600,1.3020,27.3100,25.3200,
1990-09-26,0.8310,,0.6183,1.8640,,1.1534,4.7339,6.0000,7.7610,18.0900,137.2700,2.7015,,6.0800,2.5680,1.7670,716.7000,39.9675,5.7800,1.3112,27.2990,25.3400,
1990-09-27,0.8267,,0.6160,1.8710,,1.1553,4.7339,6.0130,7.7605,18.0800,138.3700,2.7015,,6.0910,2.5720,1.7635,716.3000,39.9775,5.7880,1.3080,27.3010,25.3600,
1990-09-28,0.8254,,0.6150,1.8735,,1.1565,4.7339,5.9780,7.7635,18.0000,138.2700,2.7015,,6.0650,2.5640,1.7655,715.8000,40.0075,5.7630,1.2995,ND,25.3600,
1990-10-01,0.8311,,0.6190,1.8890,,1.1529,4.7339,5.9300,7.7610,18.0600,136.9000,2.6985,,6.0210,2.5675,1.7610,715.7000,40.0775,5.7265,1.2895,27.2915,25.3300,
1990-10-02,0.8298,,0.6180,1.8885,,1.1530,4.7339,5.9480,7.7615,18.0800,136.9500,2.6995,,6.0380,2.5710,1.7615,ND,40.0775,5.7380,1.2920,27.2900,25.3200,
1990-10-03,0.8320,,0.6183,1.8980,,1.1517,4.7339,5.9035,7.7595,18.0100,136.1300,2.6985,,6.0015,2.5550,1.7565,ND,ND,5.7080,1.2850,ND,25.3100,
1990-10-04,0.8330,,0.6165,1.9118,,1.1489,4.7339,5.8580,7.7590,18.0700,133.9000,2.6985,,5.9720,2.5590,1.7505,ND,40.0175,5.6755,1.2770,27.2815,25.2800,
1990-10-05,0.8351,,0.6163,1.9465,,1.1545,4.7339,5.8985,7.7590,18.0700,132.4000,2.6995,,5.9870,2.5750,1.7485,715.7000,40.0375,5.6775,1.2910,27.2725,25.2200,
1990-10-08,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-10-09,0.8337,,0.6193,1.9700,,1.1510,4.7339,5.8160,7.7555,18.0400,130.3300,2.6985,,5.9025,2.5420,1.7300,ND,40.1275,5.6270,1.2775,27.2820,25.0900,
1990-10-10,0.8265,,0.6168,1.9675,,1.1500,4.7339,5.8270,7.7560,18.0500,129.9700,2.6990,,5.9140,2.5475,1.7320,716.7000,40.1475,5.6420,1.2780,ND,25.1300,
1990-10-11,0.8140,,0.6155,1.9640,,1.1514,4.7339,5.8420,7.7560,18.0000,129.9500,2.6985,,5.9280,2.5425,1.7325,717.1000,40.1575,5.6530,1.2910,27.2945,25.1100,
1990-10-12,0.8183,,0.6167,1.9732,,1.1472,4.7339,5.7840,7.7560,17.9900,128.6500,2.6985,,5.8845,2.5275,1.7280,717.3000,40.1475,5.6320,1.2785,27.3000,25.1100,
1990-10-15,0.7888,,0.6065,1.9535,,1.1523,4.7339,5.8115,7.7620,18.0000,128.1500,2.6985,,5.9055,2.5360,1.7240,718.0000,40.5175,5.6425,1.2885,27.2910,25.0750,
1990-10-16,0.7870,,0.6040,1.9570,,1.1555,4.7339,5.7825,7.7685,18.0500,127.2500,2.6985,,5.8800,2.5230,1.7240,718.8000,ND,5.6215,1.2790,27.2950,25.3800,
1990-10-17,0.7775,,0.5980,1.9650,,1.1647,4.7339,5.7080,7.7735,18.0700,125.2700,2.6975,,5.8660,2.5375,1.7175,718.4000,ND,5.6165,1.2735,27.2960,25.0200,
1990-10-18,0.7690,,0.6000,1.9535,,1.1748,4.7339,5.7685,7.7780,18.0800,125.0500,2.6950,,5.8700,2.5380,1.7060,717.6000,40.5175,5.6115,1.2740,27.3039,24.9900,
1990-10-19,0.7820,,0.6050,1.9595,,1.1670,4.7339,5.7290,7.7820,18.1000,125.7500,2.6995,,5.8400,2.5380,1.7135,718.3000,40.4175,5.5755,1.2700,27.2990,24.9500,
1990-10-22,0.7820,,0.6070,1.9480,,1.1733,4.7339,5.7700,7.7840,18.0800,126.0500,2.6975,,5.8800,2.5500,1.7080,718.8000,40.4175,5.6080,1.2820,27.2800,25.0000,
1990-10-23,0.7780,,0.6048,1.9464,,1.1710,4.7339,5.7945,7.7855,18.1000,127.5000,2.7020,,5.8995,2.5330,1.7120,718.8000,ND,5.6195,1.2817,27.2900,ND,
1990-10-24,0.7804,,0.6063,1.9565,,1.1688,4.7339,5.7575,7.7860,18.1200,128.0500,2.7035,,5.8650,2.5250,1.7110,719.7000,40.4175,5.5970,1.2700,27.2950,25.0700,
1990-10-25,0.7833,,0.6090,1.9540,,1.1680,4.7339,5.7580,7.7855,18.1000,127.3000,2.7010,,5.8760,2.5400,1.7060,719.3000,40.4175,5.6050,1.2770,ND,25.0300,
1990-10-26,0.7812,,0.6098,1.9560,,1.1655,4.7339,5.7870,7.7845,18.1000,128.0000,2.7005,,5.8950,2.5405,1.7200,718.5000,40.4175,5.6200,1.2810,27.2851,25.0800,
1990-10-29,0.7835,,0.6130,1.9530,,1.1642,4.7339,5.7910,7.7890,18.1500,128.4000,2.7025,,5.8990,2.5410,1.7065,717.6000,40.4175,5.6300,1.2870,27.2675,25.0500,
1990-10-30,0.7821,,0.6141,1.9475,,1.1670,4.7339,5.8000,7.7905,18.1400,129.1000,2.7040,,5.9110,2.5530,1.7105,716.8000,40.4075,5.6370,1.2895,27.2700,25.0900,
1990-10-31,0.7848,,0.6145,1.9440,,1.1678,4.7339,5.7930,7.7965,18.1600,129.9500,2.7010,,5.8940,2.5375,1.7060,716.6000,40.3975,5.6410,1.2870,ND,25.0900,
1990-11-01,0.7837,,0.6115,1.9500,,1.1652,4.7339,5.7550,7.7985,18.1000,130.4800,2.7020,,5.8650,2.5320,1.7125,716.4000,40.3875,5.6200,1.2762,27.2650,25.1400,
1990-11-02,0.7765,,0.6071,1.9515,,1.1655,4.7339,5.7600,7.8000,18.0800,128.6000,2.7020,,5.8585,2.5420,1.7090,716.7000,40.3875,5.6000,1.2707,27.2645,25.1000,
1990-11-05,0.7820,,0.6145,1.9695,,1.1587,4.7339,5.6925,7.7980,18.1000,126.8000,2.7015,,5.8100,2.5285,1.7005,717.4000,40.3775,5.5525,1.2505,27.2625,25.1000,
1990-11-06,0.7870,,0.6145,1.9730,,1.1611,4.7339,5.6800,7.7965,18.1000,127.3000,2.7010,,5.7880,2.5250,1.7050,718.2000,40.3675,5.5440,1.2500,27.2595,25.0100,
1990-11-07,0.7785,,0.6135,1.9760,,1.1628,4.7339,5.6675,7.7975,18.0900,128.1500,2.7010,,5.7730,2.5200,1.7025,718.3000,40.3775,5.5345,1.2440,27.2670,25.0600,
1990-11-08,0.7781,,0.6120,1.9670,,1.1690,4.7339,5.6980,7.7985,18.1300,129.9000,2.7020,,5.8120,2.5300,1.7085,718.3000,40.3675,5.5635,1.2485,27.2650,25.0800,
1990-11-09,0.7794,,0.6105,1.9665,,1.1700,4.7339,5.7000,7.7990,18.1300,129.7300,2.7005,,5.8100,2.5255,1.7120,718.1000,40.3575,5.5670,1.2500,27.2650,25.1300,
1990-11-12,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-11-13,0.7725,,0.6125,1.9642,,1.1658,4.7339,5.6695,7.7925,18.1400,129.6000,2.6995,,5.7790,2.5325,1.7115,717.9000,40.3575,5.5480,1.2537,27.2645,25.0400,
1990-11-14,0.7707,,0.6100,1.9610,,1.1645,4.7339,5.6485,7.7930,18.1000,129.6200,2.6985,,5.7560,2.5155,1.7135,717.3000,40.3575,5.5430,1.2460,27.2400,25.1000,
1990-11-15,0.7720,,0.6095,1.9595,,1.1621,4.7339,5.6760,7.7940,18.0800,129.2700,2.6955,,5.7850,2.5310,1.7115,716.8000,40.3575,5.5500,1.2522,27.2400,25.0700,
1990-11-16,0.7695,,0.6094,1.9660,,1.1640,ND,5.6515,7.7945,18.0900,129.4300,2.6965,,5.7630,2.5300,1.7120,716.5000,40.3675,5.5380,1.2440,27.2475,25.0900,
1990-11-19,0.7635,,0.6095,1.9707,,1.1631,5.2352,5.6625,7.7940,18.0700,129.0000,2.6930,,5.7680,2.5380,1.7095,717.0000,40.3575,5.5385,1.2457,27.2475,25.0600,
1990-11-20,0.7653,,0.6118,1.9698,,1.1600,5.2352,5.6680,7.7895,18.0700,128.9500,2.6900,,5.7790,2.5260,1.7095,717.0000,40.3575,5.5465,1.2473,27.2300,25.0600,
1990-11-21,0.7635,,0.6125,1.9685,,1.1592,5.2352,5.6892,7.7860,18.0200,127.6500,2.6810,,5.7970,2.5300,1.7140,717.2000,40.3675,5.5550,1.2513,27.2140,25.0500,
1990-11-22,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-11-23,0.7658,,0.6137,1.9670,,1.1593,5.2352,5.6985,7.7960,18.0500,127.3500,2.6820,,5.7975,2.5010,1.7090,717.4000,40.3475,5.5625,1.2585,27.1820,25.0200,
1990-11-26,0.7663,,0.6119,1.9658,,1.1600,5.2352,5.7245,7.7905,18.0800,128.7500,2.6835,,5.8205,2.5200,1.7095,716.8000,40.3375,5.5785,1.2675,27.2275,25.0500,
1990-11-27,0.7684,,0.6113,1.9760,,1.1635,5.2352,5.6730,7.7920,18.1000,128.3300,2.6840,,5.7740,2.5075,1.7085,716.1000,40.3275,5.5450,1.2600,27.2300,25.0600,
1990-11-28,0.7691,,0.6100,1.9720,,1.1652,5.2352,5.6980,7.7950,18.1300,129.8500,2.6865,,5.7890,2.5150,1.7065,715.7000,40.3175,5.5635,1.2683,27.2200,25.0400,
1990-11-29,0.7722,,0.6092,1.9515,,1.1648,5.2352,5.7325,7.7970,18.1200,132.4500,2.6935,,5.8215,2.5200,1.7125,715.6000,40.3175,5.5970,1.2770,27.2290,25.1000,
1990-11-30,0.7740,,0.6090,1.9392,,1.1658,5.2352,5.7465,7.8005,18.1700,133.1000,2.7045,,5.8460,2.5250,1.7220,715.9000,40.3075,5.6185,1.2765,27.2770,25.2000,
1990-12-03,0.7768,,0.6100,1.9195,,1.1655,5.2352,5.8065,7.8055,18.1600,134.4000,2.7005,,5.9080,2.5330,1.7220,715.8000,40.2975,5.6620,1.2920,27.2495,25.1700,
1990-12-04,0.7773,,0.6093,1.9260,,1.1638,5.2352,5.7765,7.8030,18.1100,134.0500,2.7005,,5.8795,2.5340,1.7230,715.2000,40.2875,5.6385,1.2842,27.2745,25.2200,
1990-12-05,0.7692,,0.6090,1.9220,,1.1630,5.2352,5.7825,7.8040,18.0900,134.5300,2.6990,,5.8915,2.5400,1.7195,716.0000,40.2775,5.6475,1.2835,27.2575,25.1900,
1990-12-06,0.7700,,0.6008,1.9380,,1.1623,5.2352,5.7330,7.8055,18.1200,132.3500,2.7015,,5.8350,2.5165,1.7185,716.8000,40.2575,5.6035,1.2725,27.2230,25.2100,
1990-12-07,0.7735,,0.6025,1.9500,,1.1590,5.2352,5.6870,7.8040,18.1000,131.0500,2.6970,,5.7945,2.5050,1.7180,717.1000,40.2575,5.5675,1.2630,27.1900,25.2100,
1990-12-10,0.7667,,0.6043,1.9425,,1.1570,5.2352,5.6630,7.8015,18.0900,131.9000,2.6965,,5.7710,2.5120,1.7115,717.7000,40.2475,5.5575,1.2620,27.1500,25.0900,
1990-12-11,0.7677,,0.6005,1.9390,,1.1589,5.2352,5.7005,7.8005,18.0800,132.1000,2.6970,,5.8065,2.5210,1.7145,718.3000,40.2375,5.5820,1.2675,27.1500,25.1200,
1990-12-12,0.7660,,0.6011,1.9440,,1.1602,5.2352,5.6955,7.8030,18.0600,131.8200,2.6955,,5.8000,2.5170,1.7140,718.3000,40.2275,5.5770,1.2645,27.1550,25.1400,
1990-12-13,0.7581,,0.5960,1.9435,,1.1600,5.2352,5.7030,7.8040,18.0900,132.1300,2.6935,,5.8100,2.5290,1.7110,718.5000,40.2275,5.5780,1.2655,27.1200,25.1200,
1990-12-14,0.7675,,0.5985,1.9391,,1.1599,5.2352,5.7200,7.8025,18.1100,132.9500,2.6945,,5.8230,2.5200,1.7150,719.1000,40.2275,5.5880,1.2742,27.1120,25.1400,
